Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,no,travel_rarely,1387,research & development,10,phd,medical,medium,male,76,3,2,manufacturing director,1,married,5377.0,3835,2,no,13,3,4,2,10,3,3,7,7,7,7
27,no,travel_rarely,1302,research & development,19,bachelor,other,very high,male,67,2,1,laboratory technician,1,divorced,4066.0,16290,1,no,11,3,1,2,7,3,3,7,7,0,7
35,no,travel_rarely,819,research & development,18,phd,life sciences,medium,male,48,4,2,research scientist,1,married,5208.0,26312,1,no,11,3,4,0,16,2,3,16,9,1,10
28,no,travel_rarely,580,research & development,27,bachelor,medical,medium,female,39,1,2,manufacturing director,1,divorced,4877.0,20460,0,no,21,4,2,1,6,5,2,5,3,0,0
21,no,travel_rarely,546,research & development,5,below college,medical,high,male,97,3,1,research scientist,4,single,3117.0,26009,1,no,18,3,3,0,3,2,3,2,2,2,2
18,yes,travel_frequently,544,sales,3,college,medical,medium,female,70,3,1,sales representative,4,single,1569.0,18420,1,yes,12,3,3,0,0,2,4,0,0,0,0
47,no,travel_rarely,1176,human resources,26,master,life sciences,very high,female,98,3,5,manager,3,married,13775.600000000008,5220,3,no,11,3,3,1,27,2,3,5,2,1,0
39,no,travel_rarely,170,research & development,3,college,medical,high,male,76,2,2,laboratory technician,3,divorced,3069.0,10302,0,no,15,3,4,1,11,3,3,10,8,0,7
40,no,travel_rarely,884,research & development,15,bachelor,life sciences,low,female,80,2,3,manufacturing director,3,married,10435.0,25800,1,no,13,3,4,2,18,2,3,18,9,7,12
35,no,non-travel,208,research & development,8,master,life sciences,high,female,52,3,2,healthcare representative,3,married,4148.0,12250,1,no,12,3,4,1,15,5,3,14,11,2,9
37,no,travel_rarely,671,research & development,19,bachelor,life sciences,high,male,85,3,2,manufacturing director,3,married,5768.0,26493,3,no,17,3,1,2,9,2,2,4,3,0,2
39,no,travel_frequently,711,research & development,4,bachelor,medical,low,female,81,3,2,manufacturing director,3,single,5042.0,3140,0,no,13,3,4,0,10,2,1,9,2,3,8
45,no,travel_rarely,1329,research & development,2,college,other,very high,female,59,2,2,manufacturing director,4,divorced,5770.0,5388,1,no,19,3,1,2,10,3,3,10,7,3,9
38,no,travel_rarely,397,research & development,2,college,medical,very high,female,54,2,3,manufacturing director,3,married,7756.0,14199,3,yes,19,3,4,1,10,5,4,5,4,0,2
35,yes,travel_rarely,737,sales,10,bachelor,medical,very high,male,55,2,3,sales executive,1,married,10306.0,21530,7,no,17,3,3,0,15,3,3,13,12,6,0
37,no,travel_rarely,1470,research & development,10,bachelor,medical,medium,female,71,3,1,research scientist,2,married,3936.0,9953,1,no,11,3,1,1,8,2,1,8,4,7,7
40,no,travel_rarely,448,research & development,16,bachelor,life sciences,high,female,84,3,3,manufacturing director,4,single,7945.0,19948,6,yes,15,3,4,0,18,2,2,4,2,3,3
44,no,travel_frequently,602,human resources,1,phd,human resources,low,male,37,3,2,human resources,4,married,5743.0,10503,4,yes,11,3,3,0,14,3,3,10,7,0,2
48,no,travel_frequently,365,research & development,4,phd,medical,high,male,89,2,4,manager,4,married,15202.0,5602,2,no,25,4,2,1,23,3,3,2,2,2,2
35,yes,travel_rarely,763,sales,15,college,medical,low,male,59,1,2,sales executive,4,divorced,5440.0,22098,6,yes,14,3,4,2,7,2,2,2,2,2,2
24,no,travel_frequently,567,research & development,2,below college,technical degree,low,female,32,3,1,research scientist,4,single,3760.0,17218,1,yes,13,3,3,0,6,2,3,6,3,1,3
27,no,travel_rarely,486,research & development,8,bachelor,medical,medium,female,86,4,1,research scientist,3,married,3517.0,22490,7,no,17,3,1,0,5,2,3,3,2,0,2
27,no,travel_frequently,591,research & development,2,bachelor,medical,very high,male,87,3,1,research scientist,4,single,2580.0,6297,2,no,13,3,3,0,6,2,2,4,2,1,2
40,yes,travel_rarely,1329,research & development,7,bachelor,life sciences,low,male,73,3,1,laboratory technician,1,single,2166.0,3339,3,yes,14,3,2,0,10,3,1,4,2,0,3
29,no,travel_rarely,469,sales,10,bachelor,medical,high,male,42,2,2,sales executive,3,single,5869.0,23413,7,no,11,3,3,0,8,2,3,5,2,1,4
36,no,travel_rarely,711,research & development,5,master,life sciences,medium,female,42,3,3,healthcare representative,1,married,8008.0,22792,4,no,12,3,3,2,9,5,3,3,2,0,2
25,no,travel_frequently,772,research & development,2,below college,life sciences,very high,male,77,4,2,manufacturing director,3,divorced,5206.0,4973,1,no,17,3,3,2,7,5,3,7,7,0,7
39,no,travel_rarely,492,research & development,12,bachelor,medical,very high,male,66,3,2,manufacturing director,2,married,5295.0,7693,4,no,21,4,3,0,7,3,3,5,4,1,0
49,no,travel_rarely,301,research & development,22,master,other,low,female,72,3,4,research director,2,married,16413.0,3498,3,no,16,3,2,2,27,2,3,4,2,1,2
50,no,travel_rarely,813,research & development,17,phd,life sciences,very high,female,50,2,3,research director,1,divorced,13269.0,21981,5,no,15,3,3,2,19,3,3,14,11,1,11
20,no,travel_rarely,1141,sales,2,bachelor,medical,high,female,31,3,1,sales representative,3,single,2783.0,13251,1,no,19,3,1,0,2,3,3,2,2,2,2
34,no,travel_rarely,1130,research & development,3,bachelor,life sciences,very high,female,66,3,2,research scientist,2,divorced,5433.0,19332,1,no,12,3,3,1,11,2,3,11,8,7,9
36,no,travel_rarely,311,research & development,7,bachelor,life sciences,low,male,77,3,1,laboratory technician,2,single,2013.0,10950,2,no,11,3,3,0,15,4,3,4,3,1,3
49,no,travel_rarely,465,research & development,6,below college,life sciences,high,female,41,2,4,healthcare representative,3,married,13966.0,11652,2,yes,19,3,2,1,23,3,3,15,11,2,12
36,no,non-travel,894,research & development,1,master,medical,very high,female,33,2,2,manufacturing director,3,married,4374.0,15411,0,no,15,3,3,0,4,5,3,3,2,1,2
36,no,travel_rarely,1040,research & development,3,college,life sciences,very high,male,79,4,2,healthcare representative,1,divorced,6842.0,26308,6,no,20,4,1,1,13,3,3,5,4,0,4
54,no,travel_rarely,584,research & development,22,phd,medical,medium,female,91,3,4,manager,3,married,13775.600000000008,18685,3,no,25,4,3,1,23,5,3,10,8,4,7
43,no,travel_rarely,1291,research & development,15,college,life sciences,high,male,65,2,4,research director,3,married,13775.600000000008,3525,1,no,24,4,1,1,14,3,3,14,10,6,11
35,yes,travel_frequently,880,sales,12,master,other,very high,male,36,3,2,sales executive,4,single,4581.0,10414,3,yes,24,4,1,0,13,2,4,11,9,6,7
38,no,travel_frequently,1189,research & development,1,bachelor,life sciences,very high,male,90,3,2,research scientist,4,married,4735.0,9867,7,no,15,3,4,2,19,4,4,13,11,2,9
29,no,travel_rarely,991,sales,5,bachelor,medical,low,male,43,2,2,sales executive,2,divorced,4187.0,3356,1,yes,13,3,2,1,10,3,2,10,0,0,9
33,no,travel_rarely,392,sales,2,master,medical,very high,male,93,3,2,sales executive,4,divorced,5505.0,3921,1,no,14,3,3,2,6,5,3,6,2,0,4
32,no,travel_rarely,977,research & development,2,bachelor,medical,very high,male,45,3,2,research scientist,2,divorced,5470.0,25518,0,no,13,3,3,2,10,4,2,9,5,1,6
31,no,travel_rarely,1112,sales,5,master,life sciences,low,female,67,3,2,sales executive,4,married,5476.0,22589,1,no,11,3,1,2,10,2,3,10,0,0,2
49,no,travel_rarely,464,research & development,16,bachelor,medical,very high,female,74,3,1,laboratory technician,1,divorced,2587.0,24941,4,yes,16,3,2,1,17,2,2,2,2,2,2
38,no,travel_frequently,148,research & development,2,bachelor,medical,very high,female,42,2,1,laboratory technician,2,single,2440.0,23826,1,no,22,4,2,0,4,3,3,4,3,3,3
47,no,travel_rarely,1225,sales,2,master,life sciences,medium,female,47,4,4,manager,2,divorced,15972.0,21086,6,no,14,3,3,2,23,2,3,3,2,1,2
49,no,travel_rarely,809,research & development,1,bachelor,life sciences,high,male,36,3,4,manager,3,single,15379.0,22384,4,no,14,3,1,0,23,2,3,8,7,0,0
41,no,travel_rarely,1206,sales,23,college,life sciences,very high,male,80,3,3,sales executive,3,single,7082.0,11591,3,yes,16,3,4,0,21,2,3,2,0,0,2
20,no,travel_rarely,727,sales,9,below college,life sciences,very high,male,54,3,1,sales representative,1,single,2728.0,21082,1,no,11,3,1,0,2,3,3,2,2,0,2
33,no,non-travel,530,sales,16,bachelor,life sciences,high,female,36,3,2,sales executive,4,divorced,5368.0,16130,1,yes,25,4,3,1,7,2,3,6,5,1,2
36,no,travel_rarely,1351,research & development,26,master,life sciences,low,male,80,3,2,healthcare representative,3,married,5347.0,7419,6,no,14,3,2,2,10,2,2,3,2,0,2
44,no,travel_rarely,528,human resources,1,bachelor,life sciences,high,female,44,3,1,human resources,4,divorced,3195.0,4167,4,yes,18,3,1,2,8,2,3,2,2,2,2
23,yes,travel_rarely,1320,research & development,8,below college,medical,very high,male,93,2,1,laboratory technician,3,single,3989.0,20586,1,yes,11,3,1,0,5,2,3,5,4,1,2
38,no,travel_rarely,1495,research & development,4,college,medical,very high,female,87,3,1,laboratory technician,3,married,3306.0,26176,7,no,19,3,4,1,7,5,2,0,0,0,0
53,no,travel_rarely,1395,research & development,24,master,medical,medium,male,48,4,3,healthcare representative,4,married,7005.0,3458,3,no,15,3,3,0,11,2,3,4,3,1,2
48,yes,travel_frequently,708,sales,7,college,medical,very high,female,95,3,1,sales representative,3,married,2655.0,11740,2,yes,11,3,3,2,19,3,3,9,7,7,7
32,yes,travel_rarely,1259,research & development,2,master,life sciences,very high,male,95,3,1,laboratory technician,2,single,1393.0,24852,1,no,12,3,1,0,1,2,3,1,0,0,0
26,no,non-travel,786,research & development,7,bachelor,medical,very high,male,76,3,1,laboratory technician,4,single,2570.0,11925,1,no,20,4,3,0,7,5,3,7,7,5,7
55,no,travel_rarely,1441,research & development,22,bachelor,technical degree,low,male,94,2,1,research scientist,2,divorced,3537.0,23737,5,no,12,3,4,1,8,1,3,4,2,1,2
34,no,travel_rarely,1157,research & development,5,college,medical,medium,male,57,2,2,laboratory technician,4,married,3986.0,11912,1,no,14,3,3,1,15,3,4,15,10,4,13
60,no,travel_rarely,370,research & development,1,master,medical,high,male,92,1,3,healthcare representative,4,divorced,10883.0,20467,3,no,20,4,3,1,19,2,4,1,0,0,0
33,no,travel_rarely,267,research & development,21,bachelor,medical,medium,male,79,4,1,laboratory technician,2,married,2028.0,13637,1,no,18,3,4,2,14,5,3,14,11,2,13
37,no,travel_frequently,1278,sales,1,master,medical,high,male,31,1,2,sales executive,4,divorced,9525.0,7677,1,no,14,3,3,2,6,2,2,6,3,1,3
34,no,travel_rarely,678,research & development,19,bachelor,life sciences,medium,female,35,2,1,research scientist,4,married,2929.0,20338,1,no,12,3,2,0,10,3,3,10,9,7,7
23,yes,travel_rarely,427,sales,7,bachelor,life sciences,high,male,99,3,1,sales representative,4,divorced,2275.0,25103,1,yes,21,4,2,1,3,2,3,3,2,0,2
44,no,travel_rarely,921,research & development,2,bachelor,life sciences,high,female,96,4,3,healthcare representative,4,married,7879.0,14810,1,yes,19,3,2,1,9,2,3,8,7,6,7
35,no,travel_frequently,146,research & development,2,master,medical,low,male,79,2,1,research scientist,4,single,4930.0,13970,0,yes,14,3,3,0,6,2,4,5,4,1,4
43,no,travel_rarely,1179,sales,2,bachelor,medical,very high,male,73,3,2,sales executive,4,married,7847.0,6069,1,yes,17,3,1,1,10,3,3,10,9,7,8
24,no,travel_rarely,581,research & development,9,bachelor,medical,high,male,62,4,1,research scientist,3,married,4401.0,17616,1,no,16,3,4,1,5,1,3,5,3,0,4
41,no,travel_rarely,918,sales,6,bachelor,marketing,very high,male,35,3,3,sales executive,3,single,9241.0,15869,1,no,12,3,2,0,10,3,3,10,8,7,7
29,no,travel_rarely,1082,research & development,9,master,medical,very high,female,43,3,1,laboratory technician,3,married,2974.0,25412,7,no,17,3,3,1,9,2,3,5,3,1,2
36,no,travel_rarely,530,sales,2,master,life sciences,high,female,51,3,2,sales representative,4,single,4502.0,7439,3,no,15,3,3,0,17,2,2,13,7,6,7
45,no,non-travel,1238,research & development,1,below college,life sciences,high,male,74,2,3,healthcare representative,3,married,10748.0,3395,3,no,23,4,4,1,25,3,2,15,9,7,4
24,yes,travel_rarely,240,human resources,22,below college,human resources,very high,male,58,1,1,human resources,3,married,1555.0,11585,1,no,11,3,3,1,1,2,3,1,0,0,0
47,yes,travel_frequently,1093,sales,9,bachelor,life sciences,high,male,82,1,4,sales executive,3,married,12936.0,24164,7,no,11,3,3,0,25,3,1,15,5,7,10
26,no,travel_rarely,390,research & development,17,master,medical,very high,male,62,1,1,laboratory technician,3,married,2305.0,6217,1,no,15,3,3,2,3,3,4,3,2,0,2
45,no,travel_rarely,1005,research & development,28,college,technical degree,very high,female,48,2,4,research director,2,single,13775.600000000008,17119,1,no,11,3,3,0,21,2,3,15,6,7,6
32,no,travel_frequently,585,research & development,10,bachelor,life sciences,low,male,56,3,1,research scientist,3,married,3433.0,17360,6,no,13,3,1,1,10,3,2,5,2,1,3
31,no,travel_rarely,741,research & development,2,master,life sciences,medium,male,69,3,1,laboratory technician,3,married,3477.0,18103,1,no,14,3,4,1,6,2,4,5,2,0,3
41,no,non-travel,552,human resources,4,bachelor,human resources,high,male,60,1,2,human resources,2,married,6430.0,20794,6,no,19,3,2,1,10,4,3,3,2,1,2
40,no,travel_rarely,369,research & development,8,college,life sciences,medium,female,92,3,2,manufacturing director,1,married,6516.0,5041,2,yes,16,3,2,1,18,3,3,1,0,0,0
24,no,travel_rarely,506,research & development,29,below college,medical,medium,male,91,3,1,laboratory technician,1,divorced,3907.0,3622,1,no,13,3,2,2,6,2,4,6,2,1,2
46,no,travel_rarely,717,research & development,13,master,life sciences,high,male,34,3,2,healthcare representative,2,single,5562.0,9697,6,no,14,3,4,0,19,3,3,10,7,0,9
35,no,travel_rarely,1370,research & development,27,master,life sciences,very high,male,49,3,2,manufacturing director,3,married,6883.0,5151,2,no,16,3,2,1,17,3,3,7,7,0,7
30,no,travel_rarely,793,research & development,16,below college,life sciences,medium,male,33,3,1,research scientist,4,married,2862.0,3811,1,no,12,3,2,1,10,2,2,10,0,0,8
47,no,non-travel,543,sales,2,master,marketing,high,male,87,3,2,sales executive,2,married,4978.0,3536,7,no,11,3,4,1,4,3,1,1,0,0,0
46,no,travel_rarely,1277,sales,2,bachelor,life sciences,high,male,74,3,3,sales executive,4,divorced,10368.0,5596,4,yes,12,3,2,1,13,5,2,10,6,0,3
36,yes,travel_rarely,1456,sales,13,phd,marketing,medium,male,96,2,2,sales executive,1,divorced,6134.0,8658,5,yes,13,3,2,2,16,3,3,2,2,2,2
32,yes,travel_rarely,964,sales,1,college,life sciences,low,male,34,1,2,sales executive,2,single,6735.0,12147,6,no,15,3,2,0,10,2,3,0,0,0,0
23,no,travel_rarely,160,research & development,4,below college,medical,high,female,51,3,1,laboratory technician,2,single,3295.0,12862,1,no,13,3,3,0,3,3,1,3,2,1,2
31,no,travel_frequently,163,research & development,24,below college,technical degree,very high,female,30,3,2,manufacturing director,4,single,5238.0,6670,2,no,20,4,4,0,9,3,2,5,4,1,4
39,no,non-travel,792,research & development,1,bachelor,life sciences,very high,male,77,3,2,laboratory technician,4,married,6472.0,8989,1,yes,15,3,4,1,9,2,3,9,8,5,8
32,no,travel_rarely,371,sales,19,bachelor,life sciences,very high,male,80,1,3,sales executive,3,married,9610.0,3840,3,no,13,3,3,1,10,2,1,4,3,0,2
40,no,travel_rarely,611,sales,7,master,medical,medium,male,88,3,5,manager,2,single,13775.600000000008,4349,1,no,14,3,2,0,21,3,2,15,8,7,8
45,no,travel_rarely,176,human resources,4,bachelor,life sciences,high,female,56,1,3,human resources,3,married,9756.0,6595,4,no,21,4,3,2,9,2,4,5,0,0,3
30,no,travel_frequently,1312,research & development,2,master,technical degree,very high,female,78,2,1,research scientist,1,single,4968.0,26427,0,no,16,3,4,0,10,2,3,9,7,0,7
24,no,travel_frequently,897,human resources,10,bachelor,medical,low,male,59,3,1,human resources,4,married,2145.0,2097,0,no,14,3,4,1,3,2,3,2,2,2,1
30,yes,travel_frequently,600,human resources,8,bachelor,human resources,high,female,66,2,1,human resources,4,divorced,2180.0,9732,6,no,11,3,3,1,6,2,2,4,2,1,2
31,no,travel_rarely,1003,sales,5,bachelor,technical degree,low,male,51,3,2,sales executive,3,married,8346.0,20943,1,no,19,3,3,1,6,3,3,5,2,0,2
27,no,travel_rarely,1054,research & development,8,bachelor,medical,high,female,67,3,1,research scientist,4,single,3445.0,6152,1,no,11,3,3,0,6,5,2,6,2,1,4
29,yes,travel_rarely,428,sales,9,bachelor,marketing,medium,female,52,1,1,sales representative,2,single,2760.0,14630,1,no,13,3,3,0,2,3,3,2,2,2,2
29,no,travel_frequently,461,research & development,1,bachelor,life sciences,very high,male,70,4,2,healthcare representative,3,single,6294.0,23060,8,yes,12,3,4,0,10,5,4,3,2,0,2
30,no,travel_rarely,979,sales,15,college,marketing,high,male,94,2,3,sales executive,1,divorced,7140.0,3088,2,no,11,3,1,1,12,2,3,7,7,1,7
34,no,travel_rarely,181,research & development,2,master,medical,very high,male,97,4,1,research scientist,4,married,2932.0,5586,0,yes,14,3,1,2,6,3,3,5,0,1,2
33,no,non-travel,1283,sales,2,bachelor,marketing,very high,female,62,3,2,sales executive,2,single,5147.0,10697,8,no,15,3,4,0,13,2,2,11,7,1,7
49,no,travel_rarely,1313,sales,11,master,marketing,very high,female,80,3,2,sales executive,4,single,4507.0,8191,3,no,12,3,3,0,8,1,4,5,1,0,4
33,yes,travel_rarely,211,sales,16,bachelor,life sciences,low,female,74,3,3,sales executive,1,single,8564.0,10092,2,yes,20,4,3,0,11,2,2,0,0,0,0
38,no,travel_frequently,594,research & development,2,college,medical,high,female,75,2,1,laboratory technician,2,married,2468.0,15963,4,no,14,3,2,1,9,4,2,6,1,0,5
31,yes,travel_rarely,1079,sales,16,master,marketing,low,male,70,3,3,sales executive,3,married,8161.0,19002,2,no,13,3,1,2,10,2,3,1,0,0,0
29,no,travel_rarely,590,research & development,4,bachelor,technical degree,very high,female,91,2,1,research scientist,1,divorced,2109.0,10007,1,no,13,3,3,1,1,2,3,1,0,0,0
30,no,travel_rarely,305,research & development,16,bachelor,life sciences,high,male,58,4,2,healthcare representative,3,married,5294.0,9128,3,no,16,3,3,1,10,3,3,7,0,1,7
32,no,non-travel,953,research & development,5,master,technical degree,medium,male,65,3,1,research scientist,2,single,2718.0,17674,2,no,14,3,2,0,12,3,3,7,7,0,7
38,no,travel_rarely,833,research & development,18,bachelor,medical,medium,male,60,1,2,healthcare representative,4,married,5811.0,24539,3,yes,16,3,3,1,15,2,3,1,0,1,0
43,yes,travel_frequently,807,research & development,17,bachelor,technical degree,high,male,38,2,1,research scientist,3,married,2437.0,15587,7,yes,16,3,4,1,6,4,3,1,0,0,0
42,no,travel_rarely,855,research & development,12,bachelor,medical,medium,male,57,3,1,laboratory technician,2,divorced,2766.0,8952,8,no,22,4,2,2,7,5,2,5,3,0,4
55,no,travel_rarely,478,research & development,2,bachelor,medical,high,male,60,2,5,research director,1,married,13775.600000000008,19805,8,no,12,3,2,2,23,2,3,1,0,0,0
33,no,non-travel,775,research & development,4,bachelor,technical degree,very high,male,90,3,2,research scientist,2,divorced,3055.0,6194,5,no,15,3,4,2,11,2,2,9,8,1,7
41,no,travel_rarely,548,research & development,9,master,life sciences,high,male,94,3,1,laboratory technician,1,divorced,2289.0,20520,1,no,20,4,2,2,5,2,3,5,3,0,4
34,no,non-travel,1375,sales,10,bachelor,life sciences,very high,male,87,3,2,sales executive,3,divorced,4001.0,12313,1,yes,14,3,3,1,15,3,3,15,14,0,7
53,no,non-travel,661,research & development,1,master,medical,low,female,60,2,4,manufacturing director,3,married,12965.0,22308,4,yes,20,4,4,2,27,2,2,3,2,0,2
43,no,travel_rarely,244,human resources,2,bachelor,life sciences,medium,male,97,3,1,human resources,4,single,3539.0,5033,0,no,13,3,2,0,10,5,3,9,7,1,8
34,no,travel_rarely,511,sales,3,college,life sciences,very high,female,32,1,2,sales executive,4,single,6029.0,25353,5,no,12,3,1,0,6,3,3,2,2,2,2
21,yes,travel_rarely,337,sales,7,below college,marketing,medium,male,31,3,1,sales representative,2,single,2679.0,4567,1,no,13,3,2,0,1,3,3,1,0,1,0
38,no,travel_rarely,1153,research & development,6,college,other,very high,female,40,2,1,laboratory technician,3,married,3702.0,16376,1,no,11,3,2,1,5,3,3,5,4,0,4
22,yes,travel_rarely,1294,research & development,8,below college,medical,high,female,79,3,1,laboratory technician,1,married,2398.0,15999,1,yes,17,3,3,0,1,5,3,1,0,0,0
31,no,travel_rarely,196,sales,29,master,marketing,low,female,91,2,2,sales executive,4,married,5468.0,13402,1,no,14,3,1,2,13,3,3,12,7,5,7
51,no,travel_rarely,942,research & development,3,bachelor,technical degree,low,female,53,3,3,manager,3,married,13116.0,22984,2,no,11,3,4,0,15,2,3,2,2,2,2
37,no,travel_rarely,589,sales,9,college,marketing,medium,male,46,2,2,sales executive,2,married,4189.0,8800,1,no,14,3,1,2,5,2,3,5,2,0,3
46,no,travel_rarely,734,research & development,2,master,medical,high,male,46,3,5,research director,4,divorced,13775.600000000008,14218,7,yes,17,3,3,1,24,3,3,2,1,2,2
36,no,travel_rarely,1383,research & development,10,bachelor,life sciences,very high,male,90,3,3,healthcare representative,1,married,8321.0,25949,7,yes,13,3,4,1,15,1,3,12,8,5,7
44,yes,travel_frequently,429,research & development,1,college,medical,high,male,99,3,1,research scientist,2,divorced,2342.0,11092,1,yes,12,3,3,2,6,2,2,5,3,2,3
37,no,travel_rarely,1239,human resources,8,college,other,high,male,89,3,2,human resources,2,divorced,4071.0,12832,2,no,13,3,3,0,19,4,2,10,0,4,7
35,yes,travel_rarely,303,sales,27,bachelor,life sciences,high,male,84,3,2,sales executive,4,single,5813.0,13492,1,yes,18,3,4,0,10,2,3,10,7,7,7
33,no,travel_rarely,867,research & development,8,master,life sciences,very high,male,90,4,1,research scientist,1,married,3143.0,6076,6,no,19,3,2,1,14,1,3,10,8,7,6
28,no,travel_rarely,1181,research & development,1,bachelor,life sciences,high,male,82,3,1,research scientist,4,married,2044.0,5531,1,no,11,3,3,1,5,5,4,5,3,0,3
39,no,travel_rarely,1253,research & development,10,below college,medical,high,male,65,3,3,research director,3,single,13464.0,7914,7,no,21,4,3,0,9,3,3,4,3,2,2
46,no,non-travel,849,sales,26,college,life sciences,medium,male,98,2,2,sales executive,2,single,7991.0,25166,8,no,15,3,3,0,6,3,3,2,2,2,2
40,no,travel_rarely,616,research & development,2,college,life sciences,high,female,99,3,1,laboratory technician,1,married,3377.0,25605,4,no,17,3,4,1,7,5,2,4,3,0,2
42,no,travel_rarely,1128,research & development,13,bachelor,medical,medium,male,95,4,2,healthcare representative,1,married,5538.0,5696,5,no,18,3,3,2,10,2,2,0,0,0,0
35,no,non-travel,1180,research & development,2,college,medical,medium,male,90,3,2,manufacturing director,4,divorced,5762.0,24442,2,no,14,3,3,1,15,5,3,7,7,1,7
38,no,non-travel,1336,human resources,2,bachelor,human resources,low,male,100,3,1,human resources,2,divorced,2592.0,7129,5,no,13,3,4,2,13,3,3,11,10,3,8
34,yes,travel_frequently,234,research & development,9,master,life sciences,very high,male,93,3,2,laboratory technician,1,married,5346.0,6208,4,no,17,3,3,1,11,3,2,7,1,0,7
37,yes,travel_rarely,370,research & development,10,master,medical,very high,male,58,3,2,manufacturing director,1,single,4213.0,4992,1,no,15,3,2,0,10,4,1,10,3,0,8
39,no,travel_frequently,766,sales,20,bachelor,life sciences,high,male,83,3,2,sales executive,4,divorced,4127.0,19188,2,no,18,3,4,1,7,5,3,2,1,2,2
43,no,non-travel,343,research & development,9,bachelor,life sciences,low,male,52,3,1,research scientist,3,single,2438.0,24978,4,no,13,3,3,0,7,2,2,3,2,1,2
41,no,travel_rarely,447,research & development,5,bachelor,life sciences,medium,male,85,4,2,healthcare representative,2,single,6870.0,15530,3,no,12,3,1,0,11,3,1,3,2,1,2
41,no,travel_rarely,796,sales,4,below college,marketing,high,female,81,3,3,sales executive,3,divorced,10447.0,26458,0,yes,13,3,4,1,23,3,4,15,14,7,5
30,no,travel_rarely,1092,research & development,10,bachelor,medical,low,female,64,3,3,manufacturing director,3,single,9667.0,2739,7,no,14,3,2,0,9,3,3,7,7,0,2
26,yes,travel_rarely,920,human resources,20,college,medical,very high,female,69,3,1,human resources,2,married,2148.0,6889,0,yes,11,3,3,0,6,3,3,5,1,1,4
46,yes,travel_rarely,261,research & development,21,college,medical,very high,female,66,3,2,healthcare representative,2,married,8926.0,10842,4,no,22,4,4,1,13,2,4,9,7,3,7
40,no,travel_rarely,1194,research & development,1,bachelor,life sciences,high,female,52,3,2,healthcare representative,4,divorced,6513.0,9060,4,no,17,3,4,1,12,3,3,5,3,0,3
34,no,travel_rarely,810,sales,8,college,technical degree,medium,male,92,4,2,sales executive,3,married,6799.0,22128,1,no,21,4,3,2,10,5,3,10,8,4,8
58,no,non-travel,350,sales,2,bachelor,medical,medium,male,52,3,4,manager,2,divorced,16291.0,22577,4,no,22,4,4,1,23,2,2,16,9,7,14
35,no,travel_rarely,185,research & development,23,master,medical,medium,male,91,1,1,laboratory technician,3,married,2705.0,9696,0,no,16,3,2,1,6,2,4,5,4,0,3
47,no,travel_rarely,1001,research & development,4,bachelor,life sciences,high,female,92,2,3,manufacturing director,2,divorced,10333.0,19271,8,yes,12,3,3,1,28,4,3,15,11,7,10
40,no,travel_rarely,750,research & development,12,bachelor,life sciences,medium,female,47,3,2,healthcare representative,1,divorced,4448.0,10748,2,no,12,3,2,1,15,3,3,7,4,7,7
54,no,travel_rarely,431,research & development,7,master,medical,very high,female,68,3,2,research scientist,4,married,6854.0,15696,4,no,15,3,2,1,14,2,2,7,1,1,7
31,no,travel_frequently,1125,sales,7,master,marketing,low,female,68,3,3,sales executive,1,married,9637.0,8277,2,no,14,3,4,2,9,3,3,3,2,2,2
28,no,travel_rarely,1217,research & development,1,bachelor,medical,high,female,67,3,1,research scientist,1,married,3591.0,12719,1,no,25,4,3,1,3,3,3,3,2,1,2
38,no,travel_rarely,723,sales,2,master,marketing,medium,female,77,1,2,sales representative,4,married,5405.0,4244,2,yes,20,4,1,2,20,4,2,4,2,0,3
26,no,travel_rarely,572,sales,10,bachelor,medical,high,male,46,3,2,sales executive,4,single,4684.0,9125,1,no,13,3,1,0,5,4,3,5,3,1,2
58,no,travel_frequently,1216,research & development,15,master,life sciences,low,male,87,3,4,research director,3,married,15787.0,21624,2,yes,14,3,2,0,23,3,3,2,2,2,2
18,no,non-travel,1431,research & development,14,bachelor,medical,medium,female,33,3,1,research scientist,3,single,1514.0,8018,1,no,16,3,3,0,0,4,1,0,0,0,0
31,yes,travel_rarely,359,human resources,18,phd,human resources,very high,male,89,4,1,human resources,1,married,2956.0,21495,0,no,17,3,3,0,2,4,3,1,0,0,0
29,yes,travel_rarely,350,human resources,13,bachelor,human resources,low,male,56,2,1,human resources,1,divorced,2335.0,3157,4,yes,15,3,4,2,4,3,3,2,2,2,0
45,no,non-travel,589,sales,2,master,life sciences,high,female,67,3,2,sales executive,3,married,5154.0,19665,4,no,22,4,2,2,10,3,4,8,7,5,7
36,no,travel_rarely,430,research & development,2,master,other,very high,female,73,3,2,research scientist,2,married,6962.0,19573,4,yes,22,4,4,1,15,2,3,1,0,0,0
43,no,travel_frequently,1422,sales,2,master,life sciences,low,male,92,3,2,sales executive,4,married,5675.0,19246,1,no,20,4,3,1,7,5,3,7,7,7,7
